Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly BioSample Accession
GCF_003628875.1	ASM362887v1	Pseudomonas aeruginosa		HUM-291					GCF_003628875.1-RS_2024_05_19	Contig	2018-10-11	RAFY01		SAMN09478169
GCF_016735905.1	ASM1673590v1	Escherichia coli		38.27					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-01-21	JADPVP01	169.0	SAMN16047464
GCF_003304555.1	ASM330455v1	Escherichia coli		A79					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-07-09	NRYU01	205.0	SAMN07556544
GCF_003002535.1	ASM300253v1	Listeria monocytogenes		CFSAN035171					GCF_003002535.1-RS_2024_05_13	Contig	2018-03-15	PVUY01		SAMN03800274
GCF_003421105.1	ASM342110v1	Staphylococcus aureus		M6C063					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-20	BDZO01	27.0	SAMD00083572
GCF_000815765.1	ASM81576v1	Shigella boydii 08-6341		08-6341					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-01-06	AMKD01		SAMN03276473
GCF_001637845.1	ASM163784v1	Escherichia coli		MB1074					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-05-05	LSEL01		SAMN04273118
GCF_008079805.1	ASM807980v1	Staphylococcus aureus		THW-93					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-08-23	VROB01		SAMN12496404
GCF_036879525.1	ASM3687952v1	Klebsiella pneumoniae		GN-142					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-02-26	JBAJJZ01		SAMN39937593
GCF_019586595.1	ASM1958659v1	Salmonella enterica subsp. enterica serovar Typhi		B091					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-08-12	JACBHQ01	93.0	SAMN15356745
GCF_001701925.1	ASM170192v1	Klebsiella pneumoniae		9_GR_12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-08-09	LXMU01		SAMN04868729
GCF_027888295.1	ASM2788829v1	Escherichia coli		EC11596					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-01-17	JANWQH01	132.0	SAMN30260269
GCF_037162785.1	ASM3716278v1	Pseudomonas aeruginosa		ATCC 27853-106					GCF_037162785.1-RS_2024_03_15	Scaffold	2024-03-14	JAWLLY01	121.0	SAMN37299587
GCF_017162775.1	ASM1716277v1	Escherichia coli		SA10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-03-03	JAFJWX01		SAMN17164308
GCF_000726395.1	ASM72639v1	Listeria monocytogenes		FSL R8-5449					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2014-07-15	JOXB01		SAMN02741483
GCF_034425095.1	ASM3442509v1	Staphylococcus aureus		BSN44					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-16	JAXOTY01		SAMN38761805
GCF_022402005.1	ASM2240200v1	Klebsiella pneumoniae		20190207B045					GCF_022402005.1-RS_2024_05_13	Scaffold	2022-02-27	JAKSZF01	54.0	SAMN26020066
GCF_003693065.1	ASM369306v1	Staphylococcus aureus		CCUG 35601					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-29	REGS01		SAMN09950658
GCF_021460965.1	ASM2146096v1	Klebsiella pneumoniae		MIN-112					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-01-13	JAJBIG01		SAMN22108534
GCF_019660475.1	ASM1966047v1	Escherichia coli		EC-15-2-65					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-08-17	JAIFPV01		SAMN20568190
GCF_036492975.1	ASM3649297v1	Listeria monocytogenes		T0_I_1E48_Lm1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-02-09	JAYKSE01		SAMN39254438
GCF_036923615.1	ASM3692361v1	Escherichia coli		48.PROKKA_11032023					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-02-29	JAYKFK01		SAMN38843631
GCF_003631905.1	ASM363190v1	Pseudomonas aeruginosa		HUM-262					GCF_003631905.1-RS_2024_05_19	Contig	2018-10-11	QZZW01		SAMN09478011
GCF_009661255.2	ASM966125v2	Klebsiella pneumoniae		CriePir6					GCF_009661255.2-RS_2024_05_16	Contig	2020-10-25	WJWP02		SAMN13153734
GCF_012063035.1	ASM1206303v1	Escherichia coli		NIFDS_EC2017_2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-04-06	WVUZ01	68.0	SAMN13738066
GCF_036599185.1	ASM3659918v1	Escherichia coli		14142-07					GCF_036599185.1-RS_2024_03_16	Contig	2024-02-14	JAWCWY01		SAMN30611473
GCF_011029945.1	ASM1102994v1	Escherichia coli		ECM_22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-26	JAAJTB01		SAMN14120110
GCF_000450405.2	ASM45040v2	Clostridioides difficile DA00203		DA00203					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2013-08-20	AVJS01		SAMN01766663
GCF_000263995.1	ASM26399v1	Escherichia coli O111:H8 str. CVM9574		CVM9574					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2012-05-23	AJVV01		SAMN00991743
GCF_001902515.1	ASM190251v1	Klebsiella pneumoniae		Kp_Goe_71070					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-12-13		4.0	SAMN05412456
GCF_003499255.1	ASM349925v1	Escherichia coli		HNDS2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-09-07	QWDB01		SAMN09901131
GCF_032743835.1	ASM3274383v1	Klebsiella pneumoniae		23-M-LY-92					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-10-16	JAWIBL01	115.0	SAMN37637326
GCF_004923185.1	ASM492318v1	Klebsiella pneumoniae		KP2CR					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-04-29	SETZ01		SAMN10872821
GCF_003731455.1	ASM373145v1	Escherichia coli		HE-MDREc61					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-11-15	MCLK01		SAMD00052680
GCF_006233125.1	ASM623312v1	Escherichia coli		NOR6_10_C12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-06-11	SQEE01	400.0	SAMN11232957
GCF_002513035.1	ASM251303v1	Escherichia coli		MOD1-EC6545					GCF_002513035.1-RS_2024_04_28	Contig	2017-10-11	NMHP01		SAMN04993167
GCF_019969565.1	ASM1996956v1	Escherichia coli		0H25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-09-14		8.0	SAMN18446031
GCF_000601135.1	ASM60113v1	Escherichia coli 1-176-05_S3_C1		1-176-05_S3_C1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2014-03-26	JHDG01		SAMN02680233
GCF_020861775.1	ASM2086177v1	Acinetobacter baumannii		P4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-11-14	JAJHZX01	110.0	SAMN22908400
GCF_002752865.1	ASM275286v1	Klebsiella pneumoniae		DS32358_14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-11-06	PEHD01	141.0	SAMN07807166
GCF_037275385.1	ASM3727538v1	Escherichia coli		GN03507					GCF_037275385.1-RS_2024_04_05	Complete Genome	2024-04-05		2.0	SAMN40123766
GCF_002085505.1	ASM208550v1	Acinetobacter baumannii		AB1845					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-04-10	LVYA01		SAMN04601187
GCF_030929275.1	ASM3092927v1	Acinetobacter baumannii		19WIARLN032					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-08-28	WOVW01		SAMN13481136
GCF_033797745.1	ASM3379774v1	Pseudomonas aeruginosa		44					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JAVFFY01	44.0	SAMN37042055
GCF_001893155.1	ASM189315v1	Escherichia coli		642					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-12-08	MOIM01	283.0	SAMN05928945
GCF_029734755.1	ASM2973475v1	Enterococcus faecalis		CHH23					GCF_029734755.1-RS_2024_04_21	Contig	2023-04-13	JAPEZE01		SAMN31565919
GCF_006540465.2	ASM654046v2	Escherichia coli		AS008351					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-09-03	SUNQ02	115.0	SAMN11125760
GCF_032029395.1	ASM3202939v1	Escherichia coli		P5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-09-26	JAVUPA01		SAMN37007344
GCF_023655055.1	ASM2365505v1	Staphylococcus aureus		SA1073					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-06-06	JAGRZZ01	13.0	SAMN18652576
GCF_010363825.1	ASM1036382v1	Staphylococcus aureus		26-006					GCF_010363825.1-RS_2024_05_06	Contig	2020-02-08	JAAFMZ01		SAMN13948044
GCF_020282185.1	ASM2028218v1	Escherichia coli		4M					GCF_020282185.1-RS_2024_05_15	Contig	2021-10-05	JACZEZ01		SAMN16293346
GCF_002231915.1	ASM223191v1	Escherichia coli		MOD1-EC5109					GCF_002231915.1-RS_2024_04_25	Contig	2017-07-25	NLSE01		SAMN04279445
GCF_002270265.1	ASM227026v1	Salmonella enterica subsp. enterica serovar Heidelberg		STy018					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-08-25	NIJH01		SAMN07199592
GCF_024266915.1	ASM2426691v1	Pseudomonas aeruginosa		PA-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-07-14		2.0	SAMN28550649
GCF_014284695.1	ASM1428469v1	Shigella flexneri		S9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-08-24	JACDPY01		SAMN13961797
GCF_019840255.1	ASM1984025v1	Escherichia coli		C15-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-08-31	JAINAB01	121.0	SAMN20959702
GCF_003306975.1	ASM330697v1	Escherichia coli		TUM18779					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-06-29	BGZG01		SAMD00126604
GCF_025799545.1	ASM2579954v1	Pseudomonas aeruginosa		H-18-17533-1-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-10-23	JAOXQA01	117.0	SAMN31034190
GCF_001909675.1	ASM190967v1	Pseudomonas aeruginosa		CLB24983					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-12-20	MPVK01		SAMN05774266
GCF_025398915.1	ASM2539891v1	Escherichia coli		ECO3183					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-09-25		3.0	SAMN30869335
GCF_023599355.1	ASM2359935v1	Escherichia coli		19ZY287					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-05-30	JAGDIL01		SAMN18298601
GCF_000239555.1	ASM23955v2	Staphylococcus aureus subsp. aureus 21331		21331					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2011-12-22	AGTV01		SAMN00116844
GCF_030283545.1	ASM3028354v1	Pseudomonas aeruginosa		CPO384					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-06-16	JASUWC01		SAMN35004817
GCF_004832395.1	ASM483239v1	Klebsiella pneumoniae subsp. pneumoniae		SIKP147					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-04-23	STCP01		SAMN11399470
GCF_003411165.2	ASM341116v2	Pseudomonas aeruginosa		PABL077					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-05-29	QVBS02		SAMN09831388
GCF_002775555.1	ASM277555v1	Klebsiella pneumoniae		AUH-KIMP407					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-11-16	NICV01		SAMN07176538
GCF_004796955.1	ASM479695v1	Escherichia coli		2015-1-114B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-04-16	SKDM01		SAMN11055848
GCF_003261795.1	ASM326179v1	Klebsiella pneumoniae		WCHKP015643					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-06-25	QJNF01		SAMN08932872
GCF_003631515.1	ASM363151v1	Pseudomonas aeruginosa		VET-47					GCF_003631515.1-RS_2024_05_18	Contig	2018-10-11	RAAW01		SAMN09478037
GCF_003427725.1	ASM342772v1	Escherichia coli		L148					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-24	QNTE01	114.0	SAMN09537408
GCF_016236885.1	ASM1623688v1	Clostridium perfringens		10					GCF_016236885.1-RS_2024_04_16	Contig	2020-12-21	JACOIE01		SAMN15815725
GCF_000624915.2	ASM62491v2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121751		EC20121751					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2016-02-10		1.0	SAMN02384261
GCF_001910835.1	ASM191083v1	Escherichia coli		203739					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-12-21	LRLQ01		SAMN04420897
GCF_030678285.1	ASM3067828v1	Klebsiella pneumoniae		KP86					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-08-07	JAUUGZ01		SAMN36700635
GCF_036861135.1	ASM3686113v1	Escherichia coli		8335_F					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-02-23	JAYXLG01	142.0	SAMN39471858
GCF_026095085.1	ASM2609508v1	Listeria monocytogenes		117/4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-11-08	JAPESI01		SAMN31580279
GCF_013412955.1	ASM1341295v1	Escherichia coli		EH2808					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-07-13	JABUQM01		SAMN14087456
GCF_021697815.1	ASM2169781v1	Escherichia coli		PEROU_7676C					GCF_021697815.1-RS_2024_03_14	Contig	2022-01-28	JAJPUS01		SAMN16278802
GCF_039033135.1	ASM3903313v1	Salmonella enterica subsp. enterica serovar Typhi		MR 4747					GCF_039033135.1-RS_2024_05_05	Contig	2024-05-02	JBBYJT01		SAMN40942834
GCF_001566615.1	ASM156661v1	Escherichia coli		SaT040					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-02-23		2.0	SAMN04381849
GCF_003044155.1	ASM304415v1	Clostridioides difficile		Cd88141					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-04-07	PZOL01		SAMN08550463
GCF_032465315.1	ASM3246531v1	Listeria monocytogenes		MR-648					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-10-09	JARWJK01	29.0	SAMN34080720
GCF_004373915.1	ASM437391v1	Pseudomonas aeruginosa		PAC79B					GCF_004373915.1-RS_2024_04_26	Contig	2019-03-25	RWSW01		SAMN10478203
GCF_019780725.1	ASM1978072v1	Salmonella enterica subsp. enterica serovar Typhi		281/18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-08-26	JABEEG01		SAMN14752729
GCF_030210675.1	ASM3021067v1	Listeria monocytogenes		LMQ27					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-06-07	JARXLZ01	11.0	SAMN34163313
GCF_019758955.1	ASM1975895v1	Pseudomonas aeruginosa		FADDI-PA107					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-08-25	JADAOV01		SAMN16236914
GCF_014531035.1	ASM1453103v1	Acinetobacter baumannii		A44					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-14	JACSTC01		SAMN15915122
GCF_013913485.1	ASM1391348v1	Pseudomonas aeruginosa		PAL1.4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-07-29	JACEQS01		SAMN15595421
GCF_003547935.1	ASM354793v1	Salmonella enterica subsp. enterica serovar Derby		2014LSAL05538					GCF_003547935.1-RS_2024_04_30	Contig	2018-09-12	PCJR01		SAMN07734956
GCF_021725775.1	ASM2172577v1	Escherichia coli		CMB50_CIP L2:3					GCF_021725775.1-RS_2024_03_14	Contig	2022-01-30	JAKJVB01		SAMN25209241
GCF_011881705.1	ASM1188170v1	Escherichia coli		SCPM-O-B-8789					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-04-01	JAATUS01		SAMN14446370
GCF_016761315.1	ASM1676131v1	Escherichia coli		LMLEEc029					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-01-27	JACHQI01	97.0	SAMN15719868
GCF_030755975.1	ASM3075597v1	Acinetobacter baumannii		ARC6953					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-08-16	JAUENX01	151.0	SAMN35999046
GCF_022494705.1	ASM2249470v1	Escherichia coli		KKo009					GCF_022494705.1-RS_2024_05_20	Complete Genome	2022-03-07		5.0	SAMN25236406
GCF_005380925.1	ASM538092v1	Escherichia coli O121		150240					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-03-18	BDKI01		SAMD00067420
GCF_000226155.1	ASM22615v1	Pseudomonas aeruginosa M18		M18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2011-09-19		1.0	SAMN02603849
GCF_003240325.1	ASM324032v1	Staphylococcus aureus		CM17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-06-18	PZST01		SAMN08717618
GCF_038373455.1	ASM3837345v1	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-		6M-71					GCF_038373455.1-RS_2024_04_18	Contig	2024-04-17	JAPVPQ01		SAMN32105040
GCF_009760725.1	ASM976072v1	Acinetobacter baumannii		AK_2015_21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-12-17	WIIK01	63.0	SAMN13066378
GCF_022369355.1	ASM2236935v1	Acinetobacter baumannii		M175-3					GCF_022369355.1-RS_2024_03_30	Complete Genome	2022-02-23		3.0	SAMN15589941
GCF_038441195.1	ASM3844119v1	Acinetobacter baumannii		2008S11-069					GCF_038441195.1-RS_2024_04_25	Complete Genome	2024-04-25		4.0	SAMN36766192
GCF_025563535.1	ASM2556353v1	Escherichia coli		1H6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-06-13	JAJLNA01		SAMN23314733
GCF_017306995.1	ASM1730699v1	Escherichia coli		KG-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-03-08	JAFLEO01	208.0	SAMN18106586
GCF_024366825.1	ASM2436682v1	Escherichia coli		190-2a					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-07-15	JAMQCG01		SAMN27959350
GCF_003334305.1	ASM333430v1	Escherichia coli		MOD1-ECOR7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-07-21	QOWS01		SAMN04158344
GCF_010364845.1	ASM1036484v1	Staphylococcus aureus		49-063					GCF_010364845.1-RS_2024_05_06	Contig	2020-02-08	JAAFLX01		SAMN13948072
GCF_022816005.1	ASM2281600v1	Acinetobacter baumannii		ZJUFH_S58					GCF_022816005.1-RS_2024_04_24	Contig	2022-04-04	JADZLI01		SAMN16869303
GCF_002920335.1	ASM292033v1	Serratia marcescens		ID147729					GCF_002920335.1-RS_2024_04_15	Contig	2018-02-06	PQOD01		SAMN08367706
GCF_011063325.1	ASM1106332v1	Clostridium perfringens		CP-02					GCF_011063325.1-RS_2024_04_15	Contig	2020-03-03	JAALNL01		SAMN14178508
GCF_015160355.1	ASM1516035v1	Escherichia coli		EC_1488					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-10-31	JADDST01	210.0	SAMN16454212
GCF_030850945.1	ASM3085094v1	Acinetobacter baumannii		LACPHL-BACT-2023-00049					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-08-22	JAVDNC01		SAMN36985130
GCF_004374175.1	ASM437417v1	Pseudomonas aeruginosa		PAC54A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-03-25	RWTO01		SAMN10478185
GCF_026799795.1	ASM2679979v1	Escherichia coli		11333					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-12-10	JAPQNF01		SAMN32017107
GCF_034045575.1	ASM3404557v1	Pseudomonas aeruginosa		NGH Pa47					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-04	JAXCPF01		SAMN38380593
GCF_019840785.1	ASM1984078v1	Escherichia coli		C5-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-08-31	JAINBR01	114.0	SAMN20959639
GCF_029761785.1	ASM2976178v1	Acinetobacter baumannii		49366					GCF_029761785.1-RS_2024_04_23	Contig	2023-04-15	JARUPM01		SAMN33988644
GCF_025798725.1	ASM2579872v1	Pseudomonas aeruginosa		P-18-17498-1-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-10-23	JAOXOM01	82.0	SAMN31034334
GCF_033797475.1	ASM3379747v1	Pseudomonas aeruginosa		6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JAVFFM01	34.0	SAMN37042020
GCF_024583525.1	ASM2458352v1	Klebsiella pneumoniae		Tembi-27					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-08-07	JANIUL01		SAMN29203701
GCF_002182155.1	ASM218215v1	Klebsiella pneumoniae		42363					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-06-08	NDEO01		SAMN06218105
GCF_002190865.1	ASM219086v1	Escherichia coli		ECOR38					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-06-12	LXZZ01		SAMN05004757
GCF_020733785.1	ASM2073378v1	Escherichia coli		S347					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-02	JAIUVV01		SAMN21542670
GCF_022547955.1	ASM2254795v1	Escherichia coli		725					GCF_022547955.1-RS_2024_04_25	Scaffold	2022-03-11	RJBV01	195.0	SAMN10375135
GCF_014061895.1	ASM1406189v1	Staphylococcus aureus		NABI 400					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-08-04	JACGMY01		SAMN15641573
GCF_022761705.1	ASM2276170v1	Escherichia coli		YZ21HCE17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-03-31	JALEFT01	85.0	SAMN26934424
GCF_024266285.1	ASM2426628v1	Salmonella enterica subsp. enterica serovar Montevideo		R17.4849					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-07-14		5.0	SAMN29431221
GCF_024703575.1	ASM2470357v1	Klebsiella pneumoniae		AJ181					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-08-16	JANHCH01		SAMN29787428
GCF_013778445.1	ASM1377844v1	Acinetobacter baumannii		A217					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-07-27	JACEIH01		SAMN15596636
GCF_002189895.1	ASM218989v1	Escherichia coli		ECOR62					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-06-12	LYDL01		SAMN05017750
GCF_022977095.1	ASM2297709v1	Escherichia coli		c83140					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-04-13	JAGMGL01	166.0	SAMN18520974
GCF_003549475.1	ASM354947v1	Salmonella enterica subsp. enterica serovar Derby		2015LSAL00190					GCF_003549475.1-RS_2024_05_08	Contig	2018-09-12	PCJN01		SAMN07734960
GCF_004960915.1	ASM496091v1	Escherichia coli		Broiler parent70					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-04-30	SSQO01	143.0	SAMN10980043
GCF_003597835.1	ASM359783v1	Clostridioides difficile		020696					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	2018-09-26		1.0	SAMN08833182
GCF_021547175.1	ASM2154717v1	Escherichia coli		54-BF10BF3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-01-21	JAKFSI01		SAMN24898242
GCF_003238205.1	ASM323820v1	Staphylococcus aureus		CM110					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-06-18	PZVE01		SAMN08717711
GCF_013206965.1	ASM1320696v1	Salmonella enterica subsp. enterica serovar Typhimurium		SS2017					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-06-02		5.0	SAMN14987684
GCF_022576915.1	ASM2257691v1	Escherichia coli		KMS2005					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-03-15		1.0	SAMN20257638
GCF_022221385.1	ASM2222138v1	Escherichia coli		DH5a					GCF_022221385.1-RS_2024_05_18	Complete Genome	2022-02-14		1.0	SAMN19516076
GCF_000234215.1	ASM23421v2	Escherichia coli O157:H- str. 493-89		493-89					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2011-11-04	AGTG01		SAMN02952921
GCF_002972695.1	ASM297269v1	Escherichia coli		HT2012117					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-03-06	JZQO01	176.0	SAMN03388561
GCF_037450615.1	ASM3745061v1	Salmonella enterica subsp. enterica serovar Molade		B2-S172_22-120340_S18					GCF_037450615.1-RS_2024_03_22	Contig	2024-03-21	JAVTHH01		SAMN37453009
GCF_002216975.1	ASM221697v1	Escherichia coli		CoR-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-07-12	MKFO01		SAMN05828195
GCF_003936835.1	ASM393683v1	Pseudomonas aeruginosa		PA_254					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-12-11	RHSF01	120.0	SAMN10248958
